REPRESENTATIVE,PARTY,STATE,VOTE,BILL,ROLLCALL,BILL_NAME,DATE,COMMITTEE
Omar,Democratic,Minnesota,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Owens,Republican,Utah,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Palazzo,Republican,Mississippi,NOT VOTING,7791,218,Access to Baby Formula Act,44699,Education and Labor
Pallone,Democratic,New Jersey,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Palmer,Republican,Alabama,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Panetta,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Pappas,Democratic,New Hampshire,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Pascrell,Democratic,New Jersey,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Payne,Democratic,New Jersey,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Pelosi,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Pence,Republican,Indiana,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Perlmutter,Democratic,Colorado,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Perry,Republican,Pennsylvania,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Peters,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Pfluger,Republican,Texas,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Phillips,Democratic,Minnesota,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Pingree,Democratic,Maine,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Pocan,Democratic,Wisconsin,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Porter,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Posey,Republican,Florida,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Pressley,Democratic,Massachusetts,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Price (NC),Democratic,North Carolina,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Quigley,Democratic,Illinois,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Raskin,Democratic,Maryland,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Reschenthaler,Republican,Pennsylvania,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Rice (NY),Democratic,New York,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Rice (SC),Republican,South Carolina,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Rodgers (WA),Republican,Washington,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Rogers (AL),Republican,Alabama,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Rogers (KY),Republican,Kentucky,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Rose,Republican,Tennessee,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Rosendale,Republican,Montana,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Ross,Democratic,North Carolina,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Rouzer,Republican,North Carolina,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Roy,Republican,Texas,NAY,7791,218,Access to Baby Formula Act,44699,Education and Labor
Roybal-Allard,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Ruiz,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Ruppersberger,Democratic,Maryland,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Rush,Democratic,Illinois,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Rutherford,Republican,Florida,NOT VOTING,7791,218,Access to Baby Formula Act,44699,Education and Labor
Ryan,Democratic,Ohio,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Salazar,Republican,Florida,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Sánchez,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Sarbanes,Democratic,Maryland,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Scalise,Republican,Louisiana,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Scanlon,Democratic,Pennsylvania,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Schakowsky,Democratic,Illinois,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Schiff,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Schneider,Democratic,Illinois,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Schrader,Democratic,Oregon,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Schrier,Democratic,Washington,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Schweikert,Republican,Arizona,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Scott (VA),Democratic,Virginia,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
"Scott, Austin",Republican,Georgia,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
"Scott, David",Democratic,Georgia,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Sessions,Republican,Texas,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Sewell,Democratic,Alabama,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Sherman,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Sherrill,Democratic,New Jersey,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Simpson,Republican,Idaho,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Sires,Democratic,New Jersey,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Slotkin,Democratic,Michigan,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Smith (MO),Republican,Missouri,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Smith (NE),Republican,Nebraska,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Smith (NJ),Republican,New Jersey,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Smith (WA),Democratic,Washington,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Smucker,Republican,Pennsylvania,NOT VOTING,7791,218,Access to Baby Formula Act,44699,Education and Labor
Soto,Democratic,Florida,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Spanberger,Democratic,Virginia,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Spartz,Republican,Indiana,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Speier,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Stansbury,Democratic,New Mexico,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Stanton,Democratic,Arizona,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Stauber,Republican,Minnesota,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Steel,Republican,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Stefanik,Republican,New York,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Steil,Republican,Wisconsin,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Steube,Republican,Florida,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Stevens,Democratic,Michigan,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Stewart,Republican,Utah,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Strickland,Democratic,Washington,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Suozzi,Democratic,New York,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Swalwell,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Takano,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Taylor,Republican,Texas,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Tenney,Republican,New York,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Thompson (CA),Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Thompson (MS),Democratic,Mississippi,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Thompson (PA),Republican,Pennsylvania,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Tiffany,Republican,Wisconsin,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Timmons,Republican,South Carolina,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Titus,Democratic,Nevada,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Tlaib,Democratic,Michigan,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Tonko,Democratic,New York,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Torres (CA),Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Torres (NY),Democratic,New York,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Trahan,Democratic,Massachusetts,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Trone,Democratic,Maryland,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Turner,Republican,Ohio,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Underwood,Democratic,Illinois,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Upton,Republican,Michigan,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Valadao,Republican,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Van Drew,Republican,New Jersey,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Van Duyne,Republican,Texas,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Vargas,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Veasey,Democratic,Texas,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Velázquez,Democratic,New York,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Wagner,Republican,Missouri,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Walberg,Republican,Michigan,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Walorski,Republican,Indiana,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Waltz,Republican,Florida,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Wasserman Schultz,Democratic,Florida,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Waters,Democratic,California,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Watson Coleman,Democratic,New Jersey,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Weber (TX),Republican,Texas,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Webster (FL),Republican,Florida,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Welch,Democratic,Vermont,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Wenstrup,Republican,Ohio,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Westerman,Republican,Arkansas,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Wexton,Democratic,Virginia,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Wild,Democratic,Pennsylvania,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Williams (GA),Democratic,Georgia,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Williams (TX),Republican,Texas,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Wilson (FL),Democratic,Florida,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Wilson (SC),Republican,South Carolina,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Wittman,Republican,Virginia,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Womack,Republican,Arkansas,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Yarmuth,Democratic,Kentucky,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Zeldin,Republican,New York,YEA,7791,218,Access to Baby Formula Act,44699,Education and Labor
Adams,Democratic,NC,YEA,1319,72,American Rescue Plan Act,44265,Budget
Aderholt,Republican,AL,NAY,1319,72,American Rescue Plan Act,44265,Budget
Aguilar,Democratic,CA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Allen,Republican,GA,NAY,1319,72,American Rescue Plan Act,44265,Budget
Allred,Democratic,TX,YEA,1319,72,American Rescue Plan Act,44265,Budget
Amodei,Republican,NV,NAY,1319,72,American Rescue Plan Act,44265,Budget
Armstrong,Republican,ND,NAY,1319,72,American Rescue Plan Act,44265,Budget
Arrington,Republican,TX,NAY,1319,72,American Rescue Plan Act,44265,Budget
Auchincloss,Democratic,MA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Axne,Democratic,IA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Babin,Republican,TX,NAY,1319,72,American Rescue Plan Act,44265,Budget
Bacon,Republican,NE,NAY,1319,72,American Rescue Plan Act,44265,Budget
Baird,Republican,IN,NAY,1319,72,American Rescue Plan Act,44265,Budget
Balderson,Republican,OH,NAY,1319,72,American Rescue Plan Act,44265,Budget
Banks,Republican,IN,NAY,1319,72,American Rescue Plan Act,44265,Budget
Barr,Republican,KY,NAY,1319,72,American Rescue Plan Act,44265,Budget
Barragán,Democratic,CA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Bass,Democratic,CA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Beatty,Democratic,OH,YEA,1319,72,American Rescue Plan Act,44265,Budget
Bentz,Republican,OR,NAY,1319,72,American Rescue Plan Act,44265,Budget
Bera,Democratic,CA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Bergman,Republican,MI,NAY,1319,72,American Rescue Plan Act,44265,Budget
Beyer,Democratic,VA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Bice (OK),Republican,OK,NAY,1319,72,American Rescue Plan Act,44265,Budget
Biggs,Republican,AZ,NAY,1319,72,American Rescue Plan Act,44265,Budget
Bilirakis,Republican,FL,NAY,1319,72,American Rescue Plan Act,44265,Budget
Bishop (GA),Democratic,GA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Bishop (NC),Republican,NC,NAY,1319,72,American Rescue Plan Act,44265,Budget
Blumenauer,Democratic,OR,YEA,1319,72,American Rescue Plan Act,44265,Budget
Blunt Rochester,Democratic,DE,YEA,1319,72,American Rescue Plan Act,44265,Budget
Boebert,Republican,CO,NAY,1319,72,American Rescue Plan Act,44265,Budget
Bonamici,Democratic,OR,YEA,1319,72,American Rescue Plan Act,44265,Budget
Bost,Republican,IL,NAY,1319,72,American Rescue Plan Act,44265,Budget
Bourdeaux,Democratic,GA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Bowman,Democratic,NY,YEA,1319,72,American Rescue Plan Act,44265,Budget
"Boyle, Brendan F.",Democratic,PA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Brady,Republican,TX,NAY,1319,72,American Rescue Plan Act,44265,Budget
Brooks,Republican,AL,NAY,1319,72,American Rescue Plan Act,44265,Budget
Brown,Democratic,MD,YEA,1319,72,American Rescue Plan Act,44265,Budget
Brownley,Democratic,CA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Buchanan,Republican,FL,NAY,1319,72,American Rescue Plan Act,44265,Budget
Buck,Republican,CO,NAY,1319,72,American Rescue Plan Act,44265,Budget
Bucshon,Republican,IN,NAY,1319,72,American Rescue Plan Act,44265,Budget
Budd,Republican,NC,NAY,1319,72,American Rescue Plan Act,44265,Budget
Burchett,Republican,TN,NAY,1319,72,American Rescue Plan Act,44265,Budget
Burgess,Republican,TX,NAY,1319,72,American Rescue Plan Act,44265,Budget
Bush,Democratic,MO,YEA,1319,72,American Rescue Plan Act,44265,Budget
Bustos,Democratic,IL,YEA,1319,72,American Rescue Plan Act,44265,Budget
Butterfield,Democratic,NC,YEA,1319,72,American Rescue Plan Act,44265,Budget
Calvert,Republican,CA,NAY,1319,72,American Rescue Plan Act,44265,Budget
Cammack,Republican,FL,NAY,1319,72,American Rescue Plan Act,44265,Budget
Carbajal,Democratic,CA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Cárdenas,Democratic,CA,YEA,1319,72,American Rescue Plan Act,44265,Budget
Carl,Republican,AL,NAY,1319,72,American Rescue Plan Act,44265,Budget
Carson,Democratic,IN,YEA,1319,72,American Rescue Plan Act,44265,Budget
Carter (GA),Republican,GA,NAY,1319,72,American Rescue Plan Act,44265,Budget
